Date,Adj Close,Close,High,Low,Open,Volume
2015-07-01,0.0022739470592441744,0.5998133930249683,0.5964168822602245,0.5986014558697124,0.5957149600944456,5399300
2015-07-02,0.011362585584057512,0.6091416074484367,0.6034890904844445,0.6093238652352772,0.6045642753810705,1060100
2015-07-06,0.024089215928311723,0.6222012505517236,0.6157475601287261,0.6167832417311306,0.6222636167134787,2210700
2015-07-07,0.027726977989561183,0.6259326787651245,0.6313059860673479,0.6279719507640311,0.633907770686191,4183200
2015-07-08,0.038179199944306484,0.6366604462009569,0.6308347696397755,0.6326338835681498,0.63157879783297,1967800
2015-07-09,0.025907174600720412,0.6240669648916328,0.6223481917179092,0.6242422625161044,0.627852583326495,1670900
2015-07-10,0.00863634017546889,0.6063432145766118,0.6025462969503598,0.6041956327638228,0.60270116789495,2038300
2015-07-13,0.0,0.5974811610142711,0.5954740891976152,0.5990674002923685,0.5952490942615791,2846500
2015-07-14,0.006817228479711576,0.6044775002367025,0.5983028281214322,0.6046619324311585,0.6017697920745623,1567700
2015-07-15,0.017273371439394367,0.6152052676725348,0.6072609826783353,0.6055945326982302,0.6022356579074287,2631000
2015-07-16,0.017273371439394367,0.6152052676725348,0.6082037757409446,0.608857920812621,0.605030140748171,1063100
2015-07-17,0.017727515109798198,0.6156714290000801,0.6100897216021522,0.6158506419302591,0.6134139460472746,807900
2015-07-20,0.012726861311700234,0.610540804117558,0.6053750363456522,0.6102564650361487,0.6106194627407664,1026900
2015-07-21,0.019545935112471196,0.6175371433399894,0.6105612982371892,0.6111887091261405,0.6073591140671578,1422900
2015-07-22,0.02090928817958444,0.6189363400091107,0.6152759839651647,0.6205129299790574,0.6166742947208832,1624100
2015-07-23,0.02954516702478859,0.6277983931050337,0.6204622458567016,0.6200466303117216,0.6180715363741373,1178400
2015-07-24,0.03181680743270907,0.6301306246493134,0.6237625614155554,0.6298367951210945,0.629249824979749,804300
2015-07-27,0.039086795592029835,0.6375931251992901,0.6289488233070923,0.6349650275925488,0.633907770686191,2022800
2015-07-28,0.03272440247580512,0.6310633036476466,0.6256485077482385,0.6326338835681498,0.6301815561797159,1434700
2015-07-29,0.02954516702478859,0.6277983931050337,0.6223481917179092,0.6270397066740393,0.6283184486935954,1020500
2015-07-30,0.030907597431372356,0.629197589774155,0.6223481917179092,0.6270397066740393,0.6241267241995991,788000
2015-07-31,0.04363399801743472,0.6422572328774419,0.6341350851986293,0.6400932600640031,0.6380994956459531,1589100
2015-08-03,0.05224058390239062,0.6431902677526002,0.6350778782612386,0.6363635718160764,0.6343732811394781,2085800
2015-08-04,0.03948973523080114,0.6301306246493134,0.6317775627023848,0.6312353393446221,0.6371681198255654,1007300
2015-08-05,0.0335681090211813,0.6240669648916328,0.6171619298263723,0.6209788744017134,0.6227291271667659,2097000
2015-08-06,0.03584874446232495,0.6263991964359125,0.620933822020263,0.6261071068731677,0.6222636167134787,1173000
2015-08-07,0.0435897133351477,0.6343282146566772,0.6284772466720555,0.6321679391454936,0.6297156903468496,1773800
2015-08-10,0.03584874446232495,0.6263991964359125,0.6237625614155554,0.6261071068731677,0.6287843145264619,1173300
2015-08-11,0.04996502248953308,0.6408580362083206,0.6369638245939218,0.6396269599304674,0.6362363881598327,1424200
2015-08-12,0.04860143845497382,0.6394588395391994,0.6435644561831049,0.640559560197539,0.6446201934589363,1029700
2015-08-13,0.040854703256154624,0.6315298213184346,0.6303631930047385,0.6321679391454936,0.632976039486224,845500
2015-08-14,0.03948973523080114,0.6301306246493134,0.6265913008108479,0.6303030952546302,0.6273870728732078,2279800
2015-08-17,0.046323340027973,0.6371266079949197,0.6317775627023848,0.637296171616948,0.6362363881598327,821900
